id_paiement,compte_id,destinataire,montant,date_paiement,type_paiement,frequence,statut,moyen_paiement,description
333,140,oncf,3974.24,2025-03-16,loyer,bimensuel,actif,virement,Paiement mensuel du loyer effectue automatiquement.
334,71,ministre des finances,6760.6,2024-08-31,abonnement,bimensuel,actif,carte,Paiement regulier pour un abonnement.
335,203,oncf,3812.25,2024-12-04,don,bimensuel,actif,carte,Paiement automatique effectue depuis votre compte.
336,15,marjane,6213.99,2025-02-07,prlvement fiscal,bimensuel,annul,carte,Paiement automatique effectue depuis votre compte.
337,357,banque populaire,4339.17,2024-06-28,don,trimestriel,annul,virement,Paiement automatique effectue depuis votre compte.
338,423,cnss,5772.05,2024-07-03,abonnement,trimestriel,actif,prlvement,Paiement regulier pour un abonnement.
339,158,cnss,2738.87,2024-07-08,don,mensuel,annul,prlvement,Paiement automatique effectue depuis votre compte.
340,22,total maroc,1987.88,2024-11-08,abonnement,mensuel,annul,prlvement,Paiement regulier pour un abonnement.
341,375,universit mohammed v,8099.47,2024-12-02,loyer,trimestriel,actif,virement,Paiement mensuel du loyer effectue automatiquement.
342,71,banque populaire,4283.61,2025-01-31,salaire,bimensuel,actif,carte,Versement automatique du salaire au beneficiaire.
343,96,assurance atlanta,6788.21,2024-06-13,abonnement,mensuel,actif,virement,Paiement regulier pour un abonnement.
344,39,oncf,5850.78,2024-08-23,abonnement,bimensuel,annul,carte,Paiement regulier pour un abonnement.
345,391,ministre de lducation,1423.22,2024-06-01,don,bimensuel,actif,prlvement,Paiement automatique effectue depuis votre compte.
346,478,dgi,1179.76,2024-09-30,abonnement,mensuel,actif,prlvement,Paiement regulier pour un abonnement.
347,464,dgi,2509.33,2025-04-07,salaire,bimensuel,actif,virement,Versement automatique du salaire au beneficiaire.
348,252,dgi,9221.56,2025-02-11,loyer,mensuel,suspendu,carte,Paiement mensuel du loyer effectue automatiquement.
349,112,inwi,7404.28,2024-12-03,abonnement,trimestriel,suspendu,carte,Paiement regulier pour un abonnement.
350,325,wafa assurance,8050.9,2024-06-07,don,bimensuel,suspendu,prlvement,Paiement automatique effectue depuis votre compte.
351,202,universit hassan ii,7628.08,2025-03-23,loyer,trimestriel,annul,carte,Paiement mensuel du loyer effectue automatiquement.
352,472,dgi,503.28,2024-07-18,loyer,trimestriel,suspendu,prlvement,Paiement mensuel du loyer effectue automatiquement.
353,295,ministre de lducation,3561.77,2025-01-19,abonnement,trimestriel,actif,carte,Paiement regulier pour un abonnement.
354,241,marjane,8665.07,2024-12-21,loyer,mensuel,suspendu,carte,Paiement mensuel du loyer effectue automatiquement.
355,114,ministre de lducation,5480.63,2025-03-03,salaire,bimensuel,annul,virement,Versement automatique du salaire au beneficiaire.
356,287,oncf,588.3,2025-04-14,don,bimensuel,annul,prlvement,Paiement automatique effectue depuis votre compte.
357,410,assurance atlanta,6230.31,2024-04-30,loyer,bimensuel,annul,prlvement,Paiement mensuel du loyer effectue automatiquement.
358,447,cih bank,3540.78,2024-09-29,loyer,bimensuel,suspendu,carte,Paiement mensuel du loyer effectue automatiquement.
359,209,onee,8897.19,2024-11-17,prlvement fiscal,bimensuel,suspendu,virement,Paiement automatique effectue depuis votre compte.
360,233,onee,451.78,2024-07-17,don,bimensuel,suspendu,virement,Paiement automatique effectue depuis votre compte.
361,467,universit mohammed v,3969.8,2024-05-30,prlvement fiscal,trimestriel,suspendu,carte,Paiement automatique effectue depuis votre compte.
362,439,carrefour maroc,6703.76,2025-01-24,abonnement,trimestriel,annul,carte,Paiement regulier pour un abonnement.
363,113,cnss,9318.49,2025-03-03,don,bimensuel,suspendu,carte,Paiement automatique effectue depuis votre compte.
364,310,caisse de dpt,8905.56,2024-12-22,prlvement fiscal,trimestriel,actif,virement,Paiement automatique effectue depuis votre compte.
365,340,la marocaine vie,2827.77,2024-06-30,abonnement,mensuel,annul,virement,Paiement regulier pour un abonnement.
366,428,universit hassan ii,1891.95,2024-12-07,don,bimensuel,suspendu,prlvement,Paiement automatique effectue depuis votre compte.
367,434,afriquia,6177.64,2024-06-14,loyer,trimestriel,annul,carte,Paiement mensuel du loyer effectue automatiquement.
368,50,afriquia,3910.78,2025-04-09,abonnement,trimestriel,annul,virement,Paiement regulier pour un abonnement.
369,207,inwi,7152.06,2024-11-10,prlvement fiscal,mensuel,annul,carte,Paiement automatique effectue depuis votre compte.
370,385,inwi,2087.56,2024-09-01,salaire,mensuel,annul,virement,Versement automatique du salaire au beneficiaire.
371,40,ministre de lducation,9786.66,2024-05-04,salaire,bimensuel,actif,virement,Versement automatique du salaire au beneficiaire.
372,485,banque populaire,8977.29,2024-07-22,abonnement,bimensuel,annul,carte,Paiement regulier pour un abonnement.
373,244,inwi,3041.33,2024-07-29,don,trimestriel,actif,carte,Paiement automatique effectue depuis votre compte.
374,88,axa maroc,1839.54,2025-03-03,prlvement fiscal,trimestriel,actif,carte,Paiement automatique effectue depuis votre compte.
375,391,universit mohammed v,853.82,2024-05-24,don,trimestriel,actif,virement,Paiement automatique effectue depuis votre compte.
376,178,ram,5508.23,2024-07-04,prlvement fiscal,bimensuel,annul,virement,Paiement automatique effectue depuis votre compte.
377,62,inwi,6382.44,2025-04-03,salaire,trimestriel,annul,prlvement,Versement automatique du salaire au beneficiaire.
378,254,afriquia,249.55,2024-08-26,don,bimensuel,suspendu,carte,Paiement automatique effectue depuis votre compte.
379,15,banque populaire,2033.53,2024-12-15,don,mensuel,annul,prlvement,Paiement automatique effectue depuis votre compte.
380,215,cih bank,7483.97,2024-05-05,salaire,bimensuel,suspendu,carte,Versement automatique du salaire au beneficiaire.
381,249,tgr,5760.2,2024-11-01,loyer,bimensuel,actif,prlvement,Paiement mensuel du loyer effectue automatiquement.
382,460,la marocaine vie,7433.66,2025-02-04,salaire,mensuel,suspendu,virement,Versement automatique du salaire au beneficiaire.
383,45,ram,472.05,2024-05-08,salaire,bimensuel,suspendu,carte,Versement automatique du salaire au beneficiaire.
384,40,tgr,8989.23,2025-03-21,abonnement,bimensuel,actif,carte,Paiement regulier pour un abonnement.
385,473,wafa assurance,5187.33,2024-09-19,don,mensuel,suspendu,prlvement,Paiement automatique effectue depuis votre compte.
386,129,maroc telecom,760.06,2024-10-18,don,mensuel,annul,carte,Paiement automatique effectue depuis votre compte.
387,25,oncf,6708.25,2024-05-24,salaire,trimestriel,actif,carte,Versement automatique du salaire au beneficiaire.
388,157,carrefour maroc,2202.21,2024-09-06,abonnement,bimensuel,annul,carte,Paiement regulier pour un abonnement.
389,432,iam,298.7,2024-05-24,salaire,bimensuel,annul,virement,Versement automatique du salaire au beneficiaire.
390,142,universit hassan ii,9413.75,2024-08-22,loyer,bimensuel,annul,carte,Paiement mensuel du loyer effectue automatiquement.
391,40,marjane,8822.8,2024-06-21,abonnement,mensuel,suspendu,carte,Paiement regulier pour un abonnement.
392,459,ram,2774.28,2025-03-21,prlvement fiscal,mensuel,actif,carte,Paiement automatique effectue depuis votre compte.
393,37,oncf,4964.84,2024-09-09,loyer,mensuel,annul,virement,Paiement mensuel du loyer effectue automatiquement.
394,250,cih bank,5781.07,2025-02-23,don,trimestriel,actif,prlvement,Paiement automatique effectue depuis votre compte.
395,491,afriquia,9045.78,2025-03-12,loyer,bimensuel,annul,carte,Paiement mensuel du loyer effectue automatiquement.
396,51,assurance atlanta,5865.96,2025-01-19,salaire,bimensuel,annul,virement,Versement automatique du salaire au beneficiaire.
397,278,cnss,8589.02,2025-01-21,don,trimestriel,actif,carte,Paiement automatique effectue depuis votre compte.
398,90,caisse de dpt,4001.03,2025-02-12,loyer,trimestriel,actif,prlvement,Paiement mensuel du loyer effectue automatiquement.
399,132,la marocaine vie,8958.47,2024-11-20,prlvement fiscal,mensuel,suspendu,prlvement,Paiement automatique effectue depuis votre compte.
400,160,ram,1485.22,2025-01-30,don,trimestriel,actif,virement,Paiement automatique effectue depuis votre compte.
401,334,maroc telecom,8249.48,2024-09-17,prlvement fiscal,mensuel,suspendu,virement,Paiement automatique effectue depuis votre compte.
402,404,afriquia,7262.28,2024-06-30,don,bimensuel,suspendu,carte,Paiement automatique effectue depuis votre compte.
403,2,la marocaine vie,316.78,2024-06-03,loyer,bimensuel,annul,virement,Paiement mensuel du loyer effectue automatiquement.
404,134,marjane,7160.75,2025-03-24,loyer,trimestriel,annul,prlvement,Paiement mensuel du loyer effectue automatiquement.
405,25,ram,928.08,2024-10-27,prlvement fiscal,bimensuel,actif,virement,Paiement automatique effectue depuis votre compte.
406,28,maroc telecom,1855.77,2025-04-10,don,mensuel,annul,virement,Paiement automatique effectue depuis votre compte.
407,414,banque populaire,1915.1,2025-03-16,abonnement,bimensuel,actif,carte,Paiement regulier pour un abonnement.
408,314,carrefour maroc,686.58,2025-04-21,abonnement,mensuel,annul,carte,Paiement regulier pour un abonnement.
409,456,lydec,3386.31,2024-05-05,loyer,bimensuel,suspendu,virement,Paiement mensuel du loyer effectue automatiquement.
410,183,inwi,3340.97,2024-04-26,abonnement,mensuel,suspendu,prlvement,Paiement regulier pour un abonnement.
411,467,marjane,2675.74,2024-11-03,abonnement,mensuel,suspendu,virement,Paiement regulier pour un abonnement.
412,493,tgr,4735.56,2024-10-20,abonnement,bimensuel,suspendu,virement,Paiement regulier pour un abonnement.
413,100,ministre de lducation,6620.05,2025-04-15,prlvement fiscal,trimestriel,suspendu,carte,Paiement automatique effectue depuis votre compte.
414,75,universit hassan ii,686.44,2025-02-14,don,mensuel,annul,virement,Paiement automatique effectue depuis votre compte.
415,313,dgi,6259.31,2024-11-03,don,mensuel,suspendu,carte,Paiement automatique effectue depuis votre compte.
416,452,maroc telecom,7036.5,2024-05-17,loyer,bimensuel,annul,prlvement,Paiement mensuel du loyer effectue automatiquement.
417,125,cih bank,9176.94,2024-07-05,don,bimensuel,actif,virement,Paiement automatique effectue depuis votre compte.
418,312,caisse de dpt,8560.76,2025-02-01,abonnement,bimensuel,suspendu,carte,Paiement regulier pour un abonnement.
419,159,total maroc,588.88,2024-06-27,abonnement,trimestriel,suspendu,carte,Paiement regulier pour un abonnement.
420,454,iam,4337.37,2024-12-14,loyer,bimensuel,actif,prlvement,Paiement mensuel du loyer effectue automatiquement.
421,386,oncf,5794.23,2024-12-04,abonnement,mensuel,actif,prlvement,Paiement regulier pour un abonnement.
422,133,inwi,3664.0,2025-04-05,don,trimestriel,annul,virement,Paiement automatique effectue depuis votre compte.
423,276,oncf,6009.36,2024-05-21,prlvement fiscal,bimensuel,suspendu,prlvement,Paiement automatique effectue depuis votre compte.
424,290,iam,1640.53,2024-05-27,loyer,trimestriel,suspendu,carte,Paiement mensuel du loyer effectue automatiquement.
425,445,cnss,3288.6,2025-03-14,prlvement fiscal,bimensuel,annul,carte,Paiement automatique effectue depuis votre compte.
426,235,marjane,4041.68,2024-06-02,salaire,mensuel,actif,prlvement,Versement automatique du salaire au beneficiaire.
427,434,ministre des finances,8121.81,2025-03-10,prlvement fiscal,trimestriel,suspendu,carte,Paiement automatique effectue depuis votre compte.
428,104,dgi,1962.56,2024-06-03,don,bimensuel,suspendu,carte,Paiement automatique effectue depuis votre compte.
429,396,banque populaire,676.45,2025-02-17,loyer,trimestriel,actif,virement,Paiement mensuel du loyer effectue automatiquement.
430,86,wafa assurance,6311.34,2024-11-14,abonnement,mensuel,annul,prlvement,Paiement regulier pour un abonnement.
431,495,ram,4980.83,2025-03-29,abonnement,trimestriel,annul,carte,Paiement regulier pour un abonnement.
432,92,onee,3082.93,2025-01-15,prlvement fiscal,mensuel,suspendu,carte,Paiement automatique effectue depuis votre compte.
433,347,ministre des finances,7602.65,2024-06-29,don,bimensuel,annul,prlvement,Paiement automatique effectue depuis votre compte.
434,270,total maroc,6324.2,2024-12-26,prlvement fiscal,bimensuel,annul,virement,Paiement automatique effectue depuis votre compte.
435,288,total maroc,1359.23,2025-02-22,abonnement,bimensuel,suspendu,virement,Paiement regulier pour un abonnement.
436,19,caisse de dpt,8585.47,2024-10-16,salaire,trimestriel,actif,carte,Versement automatique du salaire au beneficiaire.
437,89,onee,3584.52,2024-12-12,don,mensuel,annul,carte,Paiement automatique effectue depuis votre compte.
438,405,universit mohammed v,4257.77,2024-11-18,loyer,bimensuel,annul,prlvement,Paiement mensuel du loyer effectue automatiquement.
439,294,oncf,5694.24,2025-01-24,abonnement,trimestriel,suspendu,carte,Paiement regulier pour un abonnement.
440,53,marjane,4810.66,2024-08-17,salaire,bimensuel,actif,virement,Versement automatique du salaire au beneficiaire.
441,280,lydec,6678.18,2024-05-14,loyer,mensuel,actif,virement,Paiement mensuel du loyer effectue automatiquement.
442,84,iam,8912.53,2024-09-10,abonnement,mensuel,annul,carte,Paiement regulier pour un abonnement.
443,493,marjane,1155.43,2024-12-28,loyer,bimensuel,annul,prlvement,Paiement mensuel du loyer effectue automatiquement.
444,115,wafa assurance,1991.2,2024-11-01,prlvement fiscal,bimensuel,suspendu,virement,Paiement automatique effectue depuis votre compte.
445,135,wafa assurance,9361.24,2024-06-14,don,mensuel,annul,virement,Paiement automatique effectue depuis votre compte.
446,212,axa maroc,9991.46,2024-10-29,abonnement,mensuel,suspendu,carte,Paiement regulier pour un abonnement.
447,164,inwi,9094.13,2024-07-20,loyer,bimensuel,annul,virement,Paiement mensuel du loyer effectue automatiquement.
448,137,carrefour maroc,1333.9,2024-08-07,prlvement fiscal,bimensuel,suspendu,prlvement,Paiement automatique effectue depuis votre compte.
449,442,banque populaire,4988.05,2025-02-10,prlvement fiscal,mensuel,actif,prlvement,Paiement automatique effectue depuis votre compte.
450,64,oncf,3594.23,2024-09-10,prlvement fiscal,mensuel,actif,virement,Paiement automatique effectue depuis votre compte.
451,217,dgi,3055.28,2024-12-10,abonnement,mensuel,annul,prlvement,Paiement regulier pour un abonnement.
452,202,inwi,3443.16,2024-12-13,salaire,bimensuel,annul,prlvement,Versement automatique du salaire au beneficiaire.
453,21,inwi,2003.32,2025-04-01,don,trimestriel,annul,prlvement,Paiement automatique effectue depuis votre compte.
454,97,onee,447.47,2024-11-10,salaire,bimensuel,actif,prlvement,Versement automatique du salaire au beneficiaire.
455,233,la marocaine vie,1842.29,2024-09-17,prlvement fiscal,mensuel,suspendu,carte,Paiement automatique effectue depuis votre compte.
456,175,carrefour maroc,1462.69,2024-09-05,prlvement fiscal,trimestriel,suspendu,carte,Paiement automatique effectue depuis votre compte.
457,328,ministre des finances,1700.25,2025-01-21,don,mensuel,actif,virement,Paiement automatique effectue depuis votre compte.
458,169,universit hassan ii,2913.41,2024-12-18,prlvement fiscal,mensuel,actif,prlvement,Paiement automatique effectue depuis votre compte.
459,314,ministre des finances,6197.7,2024-11-20,don,trimestriel,annul,virement,Paiement automatique effectue depuis votre compte.
460,308,axa maroc,3793.46,2024-12-03,don,trimestriel,annul,carte,Paiement automatique effectue depuis votre compte.
461,254,tgr,9912.88,2024-11-14,prlvement fiscal,trimestriel,annul,prlvement,Paiement automatique effectue depuis votre compte.
462,112,ministre de lducation,5293.64,2025-02-05,loyer,trimestriel,annul,virement,Paiement mensuel du loyer effectue automatiquement.
463,455,oncf,5724.72,2025-01-30,prlvement fiscal,trimestriel,suspendu,carte,Paiement automatique effectue depuis votre compte.
464,200,cih bank,1815.92,2025-03-13,loyer,trimestriel,annul,prlvement,Paiement mensuel du loyer effectue automatiquement.
465,5,lydec,1506.0,2025-01-30,loyer,bimensuel,suspendu,virement,Paiement mensuel du loyer effectue automatiquement.
466,254,carrefour maroc,5245.15,2024-12-03,don,mensuel,suspendu,virement,Paiement automatique effectue depuis votre compte.
467,171,inwi,2106.73,2025-04-15,don,mensuel,actif,prlvement,Paiement automatique effectue depuis votre compte.
468,397,tgr,6084.91,2025-03-30,don,bimensuel,annul,carte,Paiement automatique effectue depuis votre compte.
469,415,dgi,3752.87,2024-06-29,prlvement fiscal,trimestriel,suspendu,virement,Paiement automatique effectue depuis votre compte.
470,36,onee,3913.57,2025-01-06,loyer,mensuel,annul,prlvement,Paiement mensuel du loyer effectue automatiquement.
471,356,universit mohammed v,3609.86,2024-05-13,loyer,bimensuel,annul,prlvement,Paiement mensuel du loyer effectue automatiquement.
472,130,banque populaire,2146.78,2024-11-19,prlvement fiscal,bimensuel,annul,carte,Paiement automatique effectue depuis votre compte.
473,351,afriquia,7515.61,2024-09-06,loyer,mensuel,suspendu,carte,Paiement mensuel du loyer effectue automatiquement.
474,225,cnss,757.31,2024-11-10,loyer,mensuel,annul,virement,Paiement mensuel du loyer effectue automatiquement.
475,339,ministre des finances,1524.6,2025-02-23,salaire,trimestriel,suspendu,virement,Versement automatique du salaire au beneficiaire.
476,286,oncf,5503.35,2024-06-30,prlvement fiscal,bimensuel,annul,carte,Paiement automatique effectue depuis votre compte.
477,313,banque populaire,6118.24,2024-08-03,salaire,trimestriel,suspendu,virement,Versement automatique du salaire au beneficiaire.
478,131,iam,1964.57,2025-02-10,salaire,trimestriel,suspendu,carte,Versement automatique du salaire au beneficiaire.
479,86,axa maroc,1104.07,2025-04-20,salaire,trimestriel,annul,carte,Versement automatique du salaire au beneficiaire.
480,24,universit hassan ii,1475.58,2024-08-22,loyer,trimestriel,annul,virement,Paiement mensuel du loyer effectue automatiquement.
481,283,lydec,6853.07,2025-02-24,loyer,trimestriel,annul,prlvement,Paiement mensuel du loyer effectue automatiquement.
482,374,axa maroc,8300.16,2024-08-28,prlvement fiscal,mensuel,suspendu,virement,Paiement automatique effectue depuis votre compte.
483,409,afriquia,7477.04,2025-04-08,salaire,mensuel,suspendu,virement,Versement automatique du salaire au beneficiaire.
484,286,marjane,241.2,2025-02-22,loyer,trimestriel,actif,prlvement,Paiement mensuel du loyer effectue automatiquement.
485,137,cnss,6329.55,2024-04-26,abonnement,trimestriel,annul,carte,Paiement regulier pour un abonnement.
486,466,la marocaine vie,7857.62,2025-04-10,salaire,mensuel,actif,virement,Versement automatique du salaire au beneficiaire.
487,412,universit hassan ii,3101.76,2024-07-03,abonnement,bimensuel,annul,carte,Paiement regulier pour un abonnement.
488,353,la marocaine vie,7023.68,2024-12-20,abonnement,bimensuel,suspendu,virement,Paiement regulier pour un abonnement.
489,308,axa maroc,4038.58,2024-05-27,salaire,mensuel,suspendu,virement,Versement automatique du salaire au beneficiaire.
490,275,onee,4590.14,2024-10-05,salaire,mensuel,suspendu,prlvement,Versement automatique du salaire au beneficiaire.
491,122,tgr,7023.02,2025-02-22,don,trimestriel,annul,carte,Paiement automatique effectue depuis votre compte.
492,385,oncf,1938.87,2024-07-21,don,trimestriel,actif,virement,Paiement automatique effectue depuis votre compte.
493,292,cih bank,5526.03,2025-03-08,prlvement fiscal,mensuel,actif,virement,Paiement automatique effectue depuis votre compte.
494,158,ministre des finances,3903.31,2024-05-08,loyer,bimensuel,actif,prlvement,Paiement mensuel du loyer effectue automatiquement.
495,21,caisse de dpt,8061.62,2024-10-25,loyer,mensuel,actif,prlvement,Paiement mensuel du loyer effectue automatiquement.
496,391,banque populaire,5910.5,2025-01-25,loyer,trimestriel,suspendu,prlvement,Paiement mensuel du loyer effectue automatiquement.
497,127,marjane,8681.16,2025-03-10,loyer,trimestriel,suspendu,prlvement,Paiement mensuel du loyer effectue automatiquement.
498,40,onee,4744.89,2024-07-22,abonnement,mensuel,actif,carte,Paiement regulier pour un abonnement.
499,29,wafa assurance,6740.05,2024-07-10,salaire,mensuel,actif,carte,Versement automatique du salaire au beneficiaire.
500,307,cnss,116.87,2024-09-02,don,mensuel,suspendu,prlvement,Paiement automatique effectue depuis votre compte.
